id,title,genres,averageRating,numVotes,releaseYear
tt1442462,"The Good Wife","Crime, Drama, Mystery",8.4,84383,2009
tt4189022,"Ash vs Evil Dead","Action, Comedy, Horror",8.4,81308,2015
tt0412253,"Veronica Mars","Crime, Drama, Mystery",8.4,79191,2004
tt1759761,Veep,Comedy,8.4,65929,2012
tt13616990,"Chainsaw Man","Action, Adventure, Animation",8.4,63619,2022
tt0262150,"Black Books",Comedy,8.4,62552,2000
tt5249462,Erased,"Animation, Crime, Drama",8.4,61586,2016
tt0995832,"Generation Kill","Drama, War",8.4,60498,2008
tt0925266,"Pushing Daisies","Comedy, Drama, Fantasy",8.4,60090,2007
tt2384811,Utopia,"Drama, Mystery, Sci-Fi",8.4,52245,2013
tt0103584,X-Men,"Action, Adventure, Animation",8.4,51158,1992
tt0319969,Carnivàle,"Drama, Fantasy, Mystery",8.4,47402,2003
tt5743796,Warrior,"Action, Crime, Drama",8.4,47310,2019
tt1227926,"Dr. Horrible's Sing-Along Blog","Comedy, Musical, Sci-Fi",8.4,44435,2008
tt11247158,"The Legend of Vox Machina","Action, Adventure, Animation",8.4,43965,2022
tt1942683,"The Amazing World of Gumball","Adventure, Animation, Comedy",8.4,43874,2011
tt1830379,"Top Boy","Crime, Drama, Thriller",8.4,42026,2011
tt0094582,"The Wonder Years","Comedy, Drama, Family",8.4,41507,1988
tt0056751,"Doctor Who","Adventure, Drama, Family",8.4,40159,1963
tt0458254,"The Colbert Report","Comedy, News, Talk-Show",8.4,39282,2005
tt7658402,"Harley Quinn","Action, Adventure, Animation",8.4,38922,2019
tt0094535,"Red Dwarf","Comedy, Sci-Fi",8.4,37747,1988
tt0472027,"John Adams","Biography, Drama, History",8.4,37466,2008
tt2578560,"Broad City",Comedy,8.4,36457,2014
tt0112175,"Spider-Man: The Animated Series","Action, Adventure, Animation",8.4,36453,1994
tt2543312,"Halt and Catch Fire",Drama,8.4,36011,2014
tt0105946,"Babylon 5","Action, Adventure, Drama",8.4,35199,1993
tt6439752,Snowfall,"Crime, Drama",8.4,34553,2017
tt0478942,"Life on Mars","Crime, Drama, Mystery",8.4,33249,2006
tt1883092,"Generation War","Action, Drama, History",8.4,33185,2013
tt4192812,Unforgotten,"Crime, Drama, Mystery",8.4,31846,2015
tt7078180,"Violet Evergarden","Animation, Drama, Family",8.4,31691,2018
tt13433812,Vincenzo,"Action, Comedy, Crime",8.4,30885,2021
tt4378376,"Babylon Berlin","Crime, Drama, Thriller",8.4,30873,2017
tt0826760,"The Killing","Crime, Drama, Mystery",8.4,30662,2007
tt14168162,"Bosch: Legacy","Crime, Drama",8.4,29631,2022
tt8594324,Ghosts,"Comedy, Fantasy",8.4,28008,2019
tt6905542,"The Dark Crystal: Age of Resistance","Adventure, Family, Fantasy",8.4,27642,2019
tt0086659,"'Allo 'Allo!","Comedy, History, War",8.4,27466,1982
tt6205862,"Inside Look: The People v. O.J. Simpson - American Crime Story","Documentary, Short",8.4,27400,2016
tt0074028,"The Muppet Show","Comedy, Family, Musical",8.4,26650,1976
tt0163503,"Top Gear",Documentary,8.4,25227,1978
tt0416394,"The Mighty Boosh","Comedy, Fantasy, Musical",8.4,24423,2003
tt0235923,"Invader ZIM","Action, Adventure, Animation",8.4,22932,2001
tt0098878,"Northern Exposure","Comedy, Drama",8.4,22621,1990
tt0108872,"My So-Called Life","Comedy, Drama, Romance",8.4,22304,1994
tt0083466,"Police Squad!","Comedy, Crime",8.4,21247,1982
tt0408381,"Doc Martin","Comedy, Drama, Romance",8.4,20870,2004
tt0976192,"The Spectacular Spider-Man","Action, Adventure, Animation",8.4,20181,2008
tt0118266,"The New Batman Adventures","Action, Adventure, Animation",8.4,19782,1997
tt1734135,"Trollhunters: Tales of Arcadia","Action, Adventure, Animation",8.4,19563,2016
tt2407574,"My Mad Fat Diary","Comedy, Drama, Romance",8.4,19193,2013
tt0075572,Roots,"Biography, Drama, History",8.4,19192,1977
tt0066626,"All in the Family","Comedy, Drama",8.4,19165,1971
tt8681148,"This Is Going to Hurt","Biography, Comedy, Drama",8.4,19078,2022
tt0053479,"The Andy Griffith Show","Comedy, Family",8.4,17512,1960
tt1553644,"The Ricky Gervais Show","Animation, Comedy, Talk-Show",8.4,17265,2010
tt9174582,Brassic,"Comedy, Drama",8.4,14390,2019
tt17921714,"A Small Light","Biography, Drama, History",8.4,13818,2023
tt0924651,"The Graham Norton Show","Comedy, Music, Talk-Show",8.4,13444,2007
tt0098833,"Jeeves and Wooster",Comedy,8.4,13296,1990
tt13409432,"Ranking of Kings","Action, Adventure, Animation",8.4,12927,2021
tt10183988,"Julie and the Phantoms","Adventure, Comedy, Drama",8.4,12595,2020
tt0184135,"The League of Gentlemen","Comedy, Horror",8.4,12490,1999
tt0054533,"The Dick Van Dyke Show","Comedy, Family",8.4,12172,1961
tt5514358,"Steins;Gate 0","Animation, Drama, Mystery",8.4,12037,2018
tt24640580,Moving,"Action, Adventure, Fantasy",8.4,11852,2023
tt4284216,Healer,"Action, Comedy, Crime",8.4,11693,2014
tt0437729,"The Late Late Show with Craig Ferguson","Comedy, Music, Talk-Show",8.4,11596,2005
tt1493239,Terriers,"Comedy, Crime, Drama",8.4,11389,2010
tt0096626,"The Kids in the Hall",Comedy,8.4,11245,1988
tt10324164,"Prehistoric Planet","Animation, Documentary, History",8.4,11028,2022
tt0112084,"Mr. Show with Bob and David",Comedy,8.4,10703,1995
tt6461346,Stranger,"Crime, Drama, Mystery",8.4,10595,2017
tt0092571,"Anne of Avonlea","Drama, Family, Romance",8.4,10402,1987
tt21916016,Tanaav,"Action, Crime, Drama",8.4,10160,2022
tt0105933,"The Adventures of Pete & Pete","Comedy, Drama, Family",8.4,10131,1992
tt8146754,"Infinity Train","Action, Adventure, Animation",8.4,10041,2019
tt0460649,"How I Met Your Mother","Comedy, Drama, Romance",8.3,743348,2005
tt0411008,Lost,"Adventure, Drama, Fantasy",8.3,615302,2004
tt0455275,"Prison Break","Action, Crime, Drama",8.3,599014,2005
tt1796960,Homeland,"Crime, Drama, Mystery",8.3,364691,2011
tt8772296,Euphoria,Drama,8.3,256661,2019
tt0904208,Californication,"Comedy, Drama",8.3,190031,2007
tt0118276,"Buffy the Vampire Slayer","Action, Adventure, Drama",8.3,162879,1997
tt11737520,"One Piece","Action, Adventure, Comedy",8.3,160471,2023
tt3647998,Taboo,"Drama, Mystery, Thriller",8.3,152084,2017
tt2632424,"The Originals","Drama, Fantasy, Horror",8.3,151208,2013
tt1695360,"The Legend of Korra","Action, Adventure, Animation",8.3,141473,2012
tt13146488,Peacemaker,"Action, Adventure, Comedy",8.3,140938,2022
tt0374463,"The Pacific","Action, Adventure, Drama",8.3,133985,2010
tt0496424,"30 Rock",Comedy,8.3,133512,2006
tt5348176,Barry,"Action, Comedy, Crime",8.3,127279,2018
tt1637727,"The Killing","Crime, Drama, Mystery",8.3,126247,2011
tt7909970,Unbelievable,"Crime, Drama",8.3,123993,2019
tt2234222,"Orphan Black","Drama, Sci-Fi, Thriller",8.3,118824,2013
tt2699128,"The Leftovers","Drama, Fantasy, Mystery",8.3,116296,2014
tt4270492,Billions,Drama,8.3,111576,2016
tt11337908,Maid,Drama,8.3,105408,2021
tt8714904,"Narcos: Mexico","Crime, Drama",8.3,95081,2018
tt2249007,"Ray Donovan","Crime, Drama",8.3,94970,2013
tt12590266,"Cyberpunk: Edgerunners","Action, Adventure, Animation",8.3,88561,2022
tt6517102,Castlevania,"Action, Adventure, Animation",8.3,83809,2017
tt12327578,"Star Trek: Strange New Worlds","Action, Adventure, Sci-Fi",8.3,61640,2022
tt0445114,Extras,"Comedy, Drama",8.3,61112,2005
tt1344204,"Blue Mountain State","Comedy, Sport",8.3,59863,2010
tt18335752,1923,"Drama, Western",8.3,58382,2022
tt1699748,"Hell on Wheels","Drama, Western",8.3,56664,2011
tt6611916,Kingdom,"Action, Drama, Horror",8.3,56621,2019
tt0383126,MythBusters,"Documentary, Mystery, Reality-TV",8.3,55299,2003
tt0220880,"Courage the Cowardly Dog","Adventure, Animation, Comedy",8.3,52568,1999
tt3358020,"Parasyte: The Maxim","Action, Animation, Drama",8.3,52075,2014
tt0115147,"The Daily Show","Comedy, News, Talk-Show",8.3,48501,1996
tt15477488,Farzi,"Crime, Drama, Thriller",8.3,48245,2023
tt3655448,"The Young Pope",Drama,8.3,48198,2016
tt1598754,"24: Live Another Day","Action, Crime, Drama",8.3,47014,2014
tt13706018,"Spy x Family","Action, Animation, Comedy",8.3,43854,2022
tt1466074,Columbo,"Crime, Drama, Mystery",8.3,43506,1971
tt0187636,Farscape,"Action, Adventure, Drama",8.3,40985,1999
tt1836037,Longmire,"Action, Crime, Drama",8.3,40937,2012
tt4565380,Fauda,"Action, Drama, Thriller",8.3,39221,2015
tt1416765,Parenthood,"Comedy, Drama",8.3,38014,2010
tt15469618,"Bad Sisters","Comedy, Drama, Thriller",8.3,37932,2022
tt4644488,"Dragon Ball Super","Action, Adventure, Animation",8.3,37794,2015
tt3636060,Poldark,"Drama, Romance",8.3,36899,2015
tt4057372,Sugarland,"Animation, Comedy, Family",8.3,35958,2019
tt0874936,Life,"Crime, Drama, Mystery",8.3,35603,2007
tt1702042,"An Idiot Abroad","Adventure, Comedy, Documentary",8.3,34695,2010
tt8694364,"Years and Years","Drama, Sci-Fi",8.3,33875,2019
tt5853176,"The Good Fight","Crime, Drama",8.3,33303,2017
tt9054904,"Why Women Kill","Comedy, Crime, Drama",8.3,32833,2019
tt21209876,"Solo Leveling","Action, Adventure, Animation",8.3,30798,2024
tt10244600,"Winning Time: The Rise of the Lakers Dynasty","Biography, Drama, Sport",8.3,29918,2022
tt8809646,"College Romance","Comedy, Drama, Romance",8.3,28974,2018
tt8688814,"The Dragon Prince","Action, Adventure, Animation",8.3,28761,2018
tt0381798,"Rescue Me","Comedy, Drama",8.3,28328,2004
tt2183404,Rectify,Drama,8.3,27933,2013
tt1984119,Feud,"Biography, Drama",8.3,27603,2017
tt2396135,Shetland,"Crime, Drama, Mystery",8.3,27157,2013
tt3012698,"Olive Kitteridge",Drama,8.3,26809,2014
tt1981558,"Key and Peele",Comedy,8.3,26675,2012
tt13623580,"Reservation Dogs","Comedy, Crime",8.3,25546,2021
tt0485842,"Studio 60 on the Sunset Strip","Comedy, Drama",8.3,25397,2006
tt1409055,"Dragon Ball Z Kai","Action, Adventure, Animation",8.3,25325,2009
tt13293588,"Mushoku Tensei: Jobless Reincarnation","Action, Adventure, Animation",8.3,23978,2021
tt0780362,"Jane Eyre","Drama, Romance",8.3,22692,2006
tt14192814,Kursadzije,"Comedy, Drama, Horror",8.3,22300,2006
tt14518756,"Hometown Cha-Cha-Cha","Comedy, Drama, Romance",8.3,22226,2021
tt14674086,"Welcome to Wrexham","Documentary, Sport",8.3,22061,2022
tt0948103,"Gurren Lagann","Action, Adventure, Animation",8.3,22039,2007
tt6466208,Breathe,"Crime, Drama, Thriller",8.3,21958,2018
tt8679236,"Who Is America?",Comedy,8.3,20683,2018
tt6478318,Masum,"Crime, Drama, Mystery",8.3,20598,2017
tt7765404,Wayne,"Action, Comedy",8.3,20148,2019
tt0179552,"The Adventures of Tintin","Action, Adventure, Animation",8.3,19525,1991
tt11775988,"Operation MBBS","Comedy, Drama",8.3,19411,2020
tt0160904,MI-5,"Action, Crime, Drama",8.3,18930,2002
tt0835434,"In Treatment",Drama,8.3,18539,2008
tt0839188,Metalocalypse,"Animation, Comedy, Music",8.3,18410,2006
tt11070216,"Dirin Dirin","Animation, Comedy",8.3,18370,2015
tt13899566,"Special Ops 1.5: The Himmat Story","Action, Crime, Drama",8.3,17876,2021
tt0088491,"The Bugs Bunny/Looney Tunes Comedy Hour","Animation, Comedy, Family",8.3,17813,1985
tt4277922,"Call My Agent!","Comedy, Drama",8.3,17236,2015
tt1626038,"The Avengers: Earth's Mightiest Heroes","Action, Adventure, Animation",8.3,16710,2010
tt7222086,"Made in Abyss","Action, Adventure, Animation",8.3,16515,2017
tt1279972,Treme,"Drama, Music",8.3,16165,2010
tt1685471,"This Is England '86","Comedy, Crime, Drama",8.3,14765,2010
tt0103376,Bottom,Comedy,8.3,14463,1991
tt8888462,Pachinko,Drama,8.3,14191,2022
tt6157148,"Weightlifting Fairy Kim Bok-Joo","Comedy, Romance",8.3,13877,2016
tt10975574,Julia,"Biography, Drama",8.3,13603,2022
tt0361256,Wonderfalls,"Comedy, Drama, Fantasy",8.3,13237,2004
tt0423661,"Green Wing","Comedy, Drama",8.3,12957,2004
tt5531466,DuckTales,"Action, Adventure, Animation",8.3,12672,2017
tt0050051,"Perry Mason","Crime, Drama, Mystery",8.3,12304,1957
tt9113406,"Wu-Tang: An American Saga","Biography, Drama, Music",8.3,12111,2019
tt21975436,"Kaiju No. 8","Action, Adventure, Animation",8.3,11925,2024
tt0337898,"Law of the Lawless","Action, Crime, Drama",8.3,11855,2002
tt6354518,"The Disastrous Life of Saiki K.","Animation, Comedy, Fantasy",8.3,11808,2016
tt2126154,"This Is England '88","Comedy, Crime, Drama",8.3,11765,2011
tt8893550,"Car Masters: Rust to Riches",Reality-TV,8.3,11733,2018
tt2006421,"Gran Hotel","Crime, Drama, History",8.3,11412,2011
tt0974077,Cranford,Drama,8.3,10872,2007
tt0442632,"Bleak House","Crime, Drama",8.3,10840,2005
tt0362192,"State of Play","Crime, Drama, Mystery",8.3,10707,2003
tt6256484,"While You Were Sleeping","Comedy, Drama, Fantasy",8.3,10588,2017
tt20449048,"Feels Like Home",Comedy,8.3,10569,2022
tt1634549,Millennium,"Action, Crime, Mystery",8.3,10506,2010
tt0065314,"The Mary Tyler Moore Show",Comedy,8.3,10439,1970
tt12063450,"To Your Eternity","Adventure, Animation, Drama",8.3,10257,2021
tt21030032,"Oshi No Ko","Animation, Drama, Fantasy",8.3,10247,2023
tt0101049,"A Bit of Fry and Laurie",Comedy,8.3,10008,1987
tt6468322,"Money Heist","Action, Crime, Drama",8.2,548685,2017
tt9140554,Loki,"Action, Adventure, Fantasy",8.2,425799,2021
tt7767422,"Sex Education","Comedy, Drama, Romance",8.2,364223,2019
tt1196946,"The Mentalist","Crime, Drama, Mystery",8.2,205933,2008
tt4955642,"The Good Place","Comedy, Drama, Fantasy",8.2,196999,2016
tt2431438,Sense8,"Drama, Mystery, Sci-Fi",8.2,165253,2015
tt0238784,"Gilmore Girls","Comedy, Drama",8.2,153940,2000
tt0934814,Chuck,"Action, Comedy, Drama",8.2,148817,2007
tt1358522,"White Collar","Comedy, Crime, Drama",8.2,145463,2009
tt0212671,"Malcolm in the Middle","Comedy, Family",8.2,145446,2000
tt7049682,Watchmen,"Crime, Drama, Mystery",8.2,137484,2019
tt7203552,"The Morning Show",Drama,8.2,134249,2019
tt2628232,"Penny Dreadful","Drama, Fantasy, Horror",8.2,133303,2014
tt2375692,"Black Sails","Action, Adventure, Drama",8.2,118109,2014
tt0206512,"SpongeBob SquarePants","Animation, Comedy, Family",8.2,114979,1999
tt1548850,Misfits,"Comedy, Drama, Fantasy",8.2,108918,2009
tt6315640,Atypical,"Comedy, Drama",8.2,106206,2017
tt0106004,Frasier,Comedy,8.2,97461,1993
tt1561755,"Bob's Burgers","Animation, Comedy",8.2,94895,2011
tt0840196,Skins,Drama,8.2,94860,2007
tt5875444,"Slow Horses","Drama, Thriller",8.2,88279,2022
tt5626028,"My Hero Academia","Action, Adventure, Animation",8.2,85052,2016
tt5516154,Godless,"Action, Drama, Western",8.2,81548,2017
tt4635276,"Master of None","Comedy, Drama",8.2,76890,2015
tt0434665,Bleach,"Action, Adventure, Animation",8.2,74097,2004
tt0866442,"Eastbound & Down","Comedy, Drama, Sport",8.2,65318,2009
tt3487382,Forever,"Crime, Drama, Fantasy",8.2,63349,2014
tt4047038,"Dirk Gently's Holistic Detective Agency","Action, Adventure, Comedy",8.2,58596,2016
tt3609352,"Grace and Frankie",Comedy,8.2,58239,2015
tt11712058,"Mayor of Kingstown","Crime, Drama, Thriller",8.2,55671,2021
tt1480684,"The League","Comedy, Sport",8.2,52653,2009
tt8788458,"The Promised Neverland","Action, Adventure, Animation",8.2,49536,2019
tt6317068,"Final Space","Action, Adventure, Animation",8.2,49105,2018
tt0088526,"The Golden Girls","Comedy, Drama",8.2,48705,1985
tt22074164,"Jury Duty",Comedy,8.2,48394,2023
tt11815682,Hacks,"Comedy, Drama",8.2,45923,2021
tt14664414,"Young Royals","Drama, Romance",8.2,45821,2021
tt5574490,"Animal Kingdom","Crime, Drama",8.2,44867,2016
tt7255502,"The Kominsky Method","Comedy, Drama",8.2,44829,2018
tt13911628,"Lessons in Chemistry",Drama,8.2,42895,2023
tt3061046,"Steven Universe","Action, Adventure, Animation",8.2,41214,2013
tt14218830,"Abbott Elementary",Comedy,8.2,38046,2021
tt7441658,"Black Clover","Action, Adventure, Animation",8.2,37889,2017
tt20723374,"Star Wars: Tales of the Jedi","Action, Adventure, Animation",8.2,37681,2022
tt1073507,"Party Down","Comedy, Drama",8.2,37667,2009
tt0096684,"Quantum Leap","Action, Adventure, Drama",8.2,37149,1989
tt5137338,Victoria,"Biography, Drama, History",8.2,31613,2016
tt3877200,"The Missing","Crime, Drama, Mystery",8.2,30872,2014
tt13138834,Time,"Crime, Drama",8.2,28455,2021
tt0495212,"Hellsing Ultimate","Action, Animation, Fantasy",8.2,27777,2006
tt1235547,"Better Off Ted","Comedy, Sci-Fi",8.2,27594,2009
tt11639414,"The Midnight Gospel","Adventure, Animation, Comedy",8.2,26589,2020
tt8531222,Dave,"Comedy, Music",8.2,26338,2020
tt5912064,"Kim's Convenience",Comedy,8.2,25235,2016
tt1637574,Conan,"Comedy, Music, Talk-Show",8.2,25145,2010
tt0251439,Trigun,"Action, Adventure, Animation",8.2,24751,1998
tt8101850,Undone,"Animation, Drama, Fantasy",8.2,24287,2019
tt4374208,Catastrophe,Comedy,8.2,24194,2015
tt4592410,"The Get Down","Drama, Music, Musical",8.2,23912,2016
tt0379632,Hustle,"Crime, Drama, Mystery",8.2,23741,2004
tt4925000,"Descendants of the Sun","Action, Comedy, Drama",8.2,23489,2016
tt0908454,"Gavin & Stacey","Comedy, Drama, Romance",8.2,23384,2007
tt1844923,"Friday Night Dinner",Comedy,8.2,23073,2011
tt11398870,Caliphate,"Crime, Drama, Thriller",8.2,22849,2020
tt9458304,Dororo,"Action, Adventure, Animation",8.2,22157,2019
tt2581458,Looking,"Comedy, Drama, Romance",8.2,22037,2014
tt0105929,"Absolutely Fabulous",Comedy,8.2,21906,1992
tt1693592,Vera,"Crime, Drama, Mystery",8.2,21076,2011
tt11239552,"Itaewon Class","Drama, Romance",8.2,20921,2020
tt0108906,"The Kingdom","Comedy, Drama, Fantasy",8.2,20642,1994
tt0207275,"The 10th Kingdom","Adventure, Comedy, Family",8.2,20630,2000
tt12197698,"Leverage: Redemption","Crime, Mystery, Thriller",8.2,20587,2021
tt5673782,Genius,"Biography, Drama, History",8.2,20359,2017
tt8392006,Apharan,"Action, Crime, Thriller",8.2,20161,2018
tt0106052,"Late Night with Conan O'Brien","Comedy, Music, Talk-Show",8.2,19173,1993
tt6263222,"Strong Girl Bong-soon","Comedy, Crime, Drama",8.2,18899,2017
tt1660055,"Scooby-Doo! Mystery Incorporated","Adventure, Animation, Comedy",8.2,18852,2010
tt4687882,Patriot,"Comedy, Drama, Thriller",8.2,18787,2015
tt1091909,"Murdoch Mysteries","Crime, Drama, Mystery",8.2,18135,2008
tt1988386,"Miss Fisher's Murder Mysteries","Crime, Drama, History",8.2,18105,2012
tt0983983,"Shaun the Sheep","Animation, Comedy, Family",8.2,17494,2007
tt1533435,Miranda,Comedy,8.2,17494,2009
tt0387736,"Farscape: The Peacekeeper Wars","Action, Adventure, Drama",8.2,17031,2004
tt3469052,"My Love from Another Star","Comedy, Drama, Fantasy",8.2,16964,2013
tt0083505,"The Young Ones",Comedy,8.2,16776,1982
tt0103352,"Are You Afraid of the Dark?","Drama, Fantasy, Horror",8.2,16563,1990
tt7211618,"Gentleman Jack","Biography, Drama, History",8.2,16341,2019
tt0874608,"Inspector Lewis","Crime, Drama, Mystery",8.2,16269,2006
tt15222080,"Blue Lock","Animation, Sport, Thriller",8.2,15754,2022
tt14466018,"Blue Lights","Crime, Drama, Thriller",8.2,15274,2023
tt1118804,Clannad,"Animation, Comedy, Drama",8.2,15266,2007
tt2051178,Fate/Zero,"Action, Adventure, Animation",8.2,15217,2011
tt5014882,"The Durrells","Biography, Comedy, Drama",8.2,14965,2016
tt27668559,"Queen of Tears","Drama, Family, Romance",8.2,14866,2024
tt0092379,"Inspector Morse","Crime, Drama, Mystery",8.2,14782,1987
tt6494622,"Made in Heaven","Drama, Romance",8.2,14621,2019
tt9612102,Exit,"Crime, Drama, Thriller",8.2,14485,2019
tt0058805,"Get Smart","Action, Adventure, Comedy",8.2,14148,1965
tt1708446,"Taarak Mehta Ka Ooltah Chashmah","Comedy, Family",8.2,13565,2008
tt0098830,"In Living Color","Comedy, Music",8.2,13169,1990
tt15384586,"Fellow Travelers","Drama, Romance",8.2,12965,2023
tt1334722,Baccano!,"Action, Adventure, Animation",8.2,12894,2007
tt10691770,"Helluva Boss","Action, Animation, Comedy",8.2,12391,2019
tt2348803,"Kuroko's Basketball","Animation, Comedy, Sport",8.2,12228,2012
tt0816397,"Ouran High School Host Club","Animation, Comedy, Romance",8.2,12078,2006
tt0346369,"Penn & Teller: Bullshit!","Comedy, Documentary",8.2,11953,2003
tt1773185,"Puella Magi Madoka Magica","Action, Adventure, Animation",8.2,11841,2011
tt0071042,"The Rockford Files","Crime, Drama, Mystery",8.2,11330,1974
tt0197159,"Home Movies","Animation, Comedy, Drama",8.2,11264,1999
tt15026724,"Our Beloved Summer","Drama, Romance",8.2,11080,2021
tt2432604,"Toast of London",Comedy,8.2,10973,2012
tt0081873,"Hill Street Blues","Crime, Drama, Mystery",8.2,10886,1981
tt6112556,"Yuri!!! On Ice","Animation, Comedy, Drama",8.2,10784,2016
tt1178522,"Little Dorrit","Drama, Mystery, Romance",8.2,10710,2008
tt1138475,"The Guild","Comedy, Short",8.2,10553,2007
tt1520211,"The Walking Dead","Drama, Horror, Thriller",8.1,1109499,2010
tt0898266,"The Big Bang Theory","Comedy, Romance",8.1,887003,2007
tt13443470,Wednesday,"Comedy, Crime, Fantasy",8.1,385900,2022
tt0182576,"Family Guy","Animation, Comedy",8.1,369888,1999
tt0452046,"Criminal Minds","Crime, Drama, Mystery",8.1,225263,2005
tt0165598,"That '70s Show","Comedy, Drama, Romance",8.1,192065,1998
tt1219024,Castle,"Comedy, Crime, Drama",8.1,177257,2009
tt3205802,"How to Get Away with Murder","Crime, Drama, Mystery",8.1,170216,2014
tt11691774,"Only Murders in the Building","Comedy, Crime, Drama",8.1,169703,2021
tt7016936,"Killing Eve","Action, Adventure, Drama",8.1,141456,2018
tt14688458,Silo,"Drama, Mystery, Sci-Fi",8.1,138052,2023
tt0203259,"Law & Order: Special Victims Unit","Crime, Drama, Mystery",8.1,130410,1999
tt2294189,"The Fall","Crime, Drama, Thriller",8.1,122705,2013
tt2188671,"Bates Motel","Drama, Horror, Mystery",8.1,119296,2013
tt4301160,"Black Bird","Biography, Crime, Drama",8.1,114488,2022
tt0092400,"Married... with Children",Comedy,8.1,112854,1987
tt2879552,11.22.63,"Drama, Mystery, Romance",8.1,103869,2016
tt5114356,Legion,"Action, Drama, Sci-Fi",8.1,98904,2017
tt0312172,Monk,"Comedy, Crime, Drama",8.1,94969,2002
tt0758790,"The Tudors","Drama, History, Romance",8.1,82649,2007
tt7772588,"For All Mankind","Drama, Sci-Fi",8.1,74029,2019
tt0374455,"Stargate: Atlantis","Action, Adventure, Drama",8.1,72700,2004
tt0106145,"Star Trek: Deep Space Nine","Action, Adventure, Drama",8.1,72464,1993
tt8690918,"Resident Alien","Comedy, Drama, Mystery",8.1,67319,2021
tt9680440,"Paatal Lok","Crime, Drama, Thriller",8.1,65997,2020
tt5618256,Manhunt,"Biography, Crime, Drama",8.1,64762,2017
tt2930604,"Star Wars: Rebels","Action, Adventure, Animation",8.1,60841,2014
tt0852863,"Phineas and Ferb","Action, Adventure, Animation",8.1,59272,2007
tt1610527,Workaholics,Comedy,8.1,56924,2011
tt2235759,"The Great","Biography, Comedy, Drama",8.1,56593,2020
tt4687880,Goliath,Drama,8.1,55603,2016
tt22014226,"Taaza Khabar","Action, Comedy, Drama",8.1,54150,2023
tt3281796,Power,"Crime, Drama",8.1,53801,2014
tt16283804,"One Day","Comedy, Drama, Romance",8.1,51967,2024
tt11016042,Ripley,"Crime, Drama, Thriller",8.1,51468,2024
tt8634332,"The Righteous Gemstones","Comedy, Drama",8.1,49041,2019
tt0105958,"Boy Meets World","Comedy, Drama, Family",8.1,47211,1993
tt2805096,"Chicago P.D.","Action, Crime, Drama",8.1,46998,2014
tt0348913,"Dead Like Me","Comedy, Drama, Fantasy",8.1,44418,2003
tt2452242,Happy!,"Action, Comedy, Crime",8.1,43725,2017
tt1615919,"Raising Hope","Comedy, Family",8.1,41343,2010
tt8749198,"Daisy Jones & The Six","Drama, Music, Romance",8.1,39733,2023
tt14524712,Beckham,"Biography, Documentary, Sport",8.1,37515,2023
tt2616280,Derek,"Comedy, Drama",8.1,36090,2012
tt7768848,"Wild Wild Country","Crime, Documentary",8.1,36027,2018
tt1492179,"Strike Back","Action, Drama, Thriller",8.1,33940,2010
tt6877772,"American Vandal","Comedy, Crime, Drama",8.1,33579,2017
tt0830361,"The Lost Room","Action, Fantasy, Mystery",8.1,33509,2006
tt4998350,"The Deuce","Crime, Drama, Mystery",8.1,32633,2017
tt21344706,"The Glory","Drama, Mystery, Thriller",8.1,32173,2022
tt0914387,Damages,"Crime, Drama, Mystery",8.1,31949,2007
tt0147746,"Batman Beyond","Action, Adventure, Animation",8.1,31172,1999
tt9679542,"Dr. Stone","Action, Adventure, Animation",8.1,30603,2019
tt11639952,"Young Rock","Biography, Comedy",8.1,30482,2021
tt12920838,"The Frog","Crime, Drama, Mystery",8.1,30258,2020
tt0318997,"Angels in America","Drama, Fantasy, Romance",8.1,30220,2003
tt8332438,ZeroZeroZero,"Crime, Drama, Thriller",8.1,30159,2019
tt12682218,"Scenes from a Marriage",Drama,8.1,30076,2021
tt3228420,"You're the Worst","Comedy, Drama, Romance",8.1,28669,2014
tt14819828,"Business Proposal","Comedy, Drama, Romance",8.1,27747,2022
tt0118298,Daria,"Animation, Comedy, Drama",8.1,27744,1997
tt3910804,"War & Peace","Drama, History, Romance",8.1,27320,2016
tt4524056,"Vis a vis","Drama, Thriller",8.1,26768,2015
tt11204260,"I May Destroy You",Drama,8.1,26700,2020
tt3502172,"Mozart in the Jungle","Comedy, Drama, Music",8.1,26165,2014
tt16867040,"Cunk on Earth",Comedy,8.1,25511,2022
tt0425118,"I Know This Much Is True",Drama,8.1,24320,2020
tt2543328,"TURN: Washington's Spies","Drama, History, War",8.1,23857,2014
tt0460690,"The Unit","Action, Drama, Thriller",8.1,23445,2006
tt0883772,"Man vs. Wild","Adventure, Reality-TV",8.1,23418,2006
tt2379308,Psycho-Pass,"Action, Animation, Crime",8.1,23213,2012
tt5024912,Insecure,"Comedy, Drama, Romance",8.1,23001,2016
tt2183641,"Ripper Street","Crime, Drama, Mystery",8.1,22876,2012
tt10405370,"Rogue Heroes","Action, Drama, Thriller",8.1,22632,2022
tt0421384,"The Valley of the Wolves","Action, Crime, Drama",8.1,22194,2003
tt8080122,"Godfather of Harlem","Crime, Drama",8.1,22095,2019
tt5768632,"Love Doesn't Understand Words","Comedy, Romance",8.1,21942,2016
tt6051216,Insider,"Action, Crime, Drama",8.1,21433,2016
tt0279077,FLCL,"Action, Animation, Comedy",8.1,20231,2000
tt9095260,"Criminal Justice","Crime, Drama, Mystery",8.1,20166,2019
